"id","topic1","topic2","topic3","topic4","topic5","topic6","topic7","topic8","topic9","topic10","timestamp","user_id"
360,1,1,0,0,0,0,0,0,0,0,"2019-11-01 07:35:25",556
361,0,0,0,0,0,0,0,0,0,0,"2019-11-01 07:37:06",812
362,1,0,0,0,0,0,0,0,0,0,"2019-11-01 07:37:48",812
363,0,1,0,0,0,0,0,0,0,0,"2019-11-01 08:24:52",670
364,0,1,0,0,0,0,0,0,0,0,"2019-11-01 08:28:32",812
365,0,0,1,0,0,0,0,0,0,0,"2019-11-01 08:30:53",812
366,1,1,1,0,0,0,0,0,0,0,"2019-11-01 08:31:03",670
367,0,1,0,0,0,1,0,0,0,1,"2019-11-01 11:25:37",1150
368,0,0,0,0,0,0,0,0,0,1,"2019-11-01 11:51:54",344
369,0,0,0,0,0,0,0,0,0,1,"2019-11-01 11:51:59",344
370,0,0,0,1,0,0,0,0,0,0,"2019-11-01 11:56:58",344
371,1,1,0,0,0,0,0,0,0,0,"2019-11-01 13:28:37",736
372,1,1,0,0,0,0,0,0,0,1,"2019-11-01 13:30:02",736
373,1,1,0,0,0,0,0,0,1,0,"2019-11-01 14:41:57",837
374,1,0,0,0,0,0,0,0,1,1,"2019-11-02 07:30:59",864
375,0,0,0,0,0,0,0,0,0,1,"2019-11-02 07:36:51",864
376,1,1,0,0,0,0,0,0,0,0,"2019-11-02 08:42:06",880
377,1,1,0,0,0,0,0,0,0,0,"2019-11-02 08:43:01",880
378,0,0,0,0,0,0,0,0,1,1,"2019-11-02 08:46:41",880
379,0,0,0,1,0,0,0,0,0,0,"2019-11-02 08:52:47",837
380,0,1,1,1,0,0,0,0,0,0,"2019-11-02 19:06:39",839
381,0,0,0,0,0,0,0,0,0,0,"2019-11-02 19:28:34",1144
382,0,1,1,0,0,0,0,0,0,0,"2019-11-03 06:55:50",869
383,1,1,0,0,0,0,0,0,0,1,"2019-11-03 08:15:55",76
384,1,1,1,0,0,0,0,0,0,0,"2019-11-03 08:20:12",76
385,0,0,0,0,0,1,0,1,1,0,"2019-11-03 08:23:52",76
386,0,0,0,0,0,1,0,1,1,0,"2019-11-03 08:23:59",76
387,1,1,0,0,0,0,0,0,0,0,"2019-11-03 08:24:54",76
388,0,1,0,0,0,0,0,0,0,0,"2019-11-03 08:26:16",76
389,0,1,0,0,0,0,0,0,0,0,"2019-11-03 08:26:41",76
390,1,0,0,0,0,0,0,0,1,0,"2019-11-03 09:18:08",764
391,1,1,0,1,0,0,0,0,0,0,"2019-11-03 21:22:25",780
392,1,1,1,0,0,0,0,0,0,0,"2019-11-04 09:54:22",670
393,0,0,0,1,0,0,0,0,1,1,"2019-11-04 09:56:18",670
394,0,0,1,0,0,0,0,0,1,1,"2019-11-04 11:20:54",864
395,1,1,1,0,0,0,0,0,0,0,"2019-11-04 16:39:59",839
396,1,1,1,0,0,0,0,0,0,0,"2019-11-05 08:44:52",670
397,0,0,0,0,0,0,0,0,1,1,"2019-11-05 08:48:26",670
398,0,1,1,1,0,0,0,0,0,0,"2019-11-05 08:50:32",285
399,1,1,0,1,0,0,0,0,0,0,"2019-11-05 08:55:32",670
400,0,1,0,0,0,0,0,0,1,0,"2019-11-05 14:23:44",1038
401,1,0,0,0,0,0,0,1,1,0,"2019-11-05 16:52:05",1140
402,1,1,0,0,0,0,0,0,0,0,"2019-11-05 19:00:54",852
403,0,0,1,0,0,0,0,0,0,0,"2019-11-05 19:35:11",812
404,0,0,1,0,0,0,0,0,0,0,"2019-11-05 19:42:34",812
405,0,0,0,0,0,0,0,0,0,0,"2019-11-05 19:52:26",1140
406,0,0,0,0,0,0,0,0,0,0,"2019-11-05 19:54:13",1140
407,1,0,0,0,0,0,0,1,0,0,"2019-11-05 19:54:49",1140
408,1,1,0,0,0,0,0,1,0,0,"2019-11-06 08:45:09",477
409,0,0,0,1,0,0,0,0,0,0,"2019-11-06 18:39:47",1039
410,1,0,0,1,0,0,0,0,0,0,"2019-11-06 18:39:50",1039
411,0,0,0,1,0,0,0,0,1,0,"2019-11-06 19:04:53",629
412,0,1,1,0,0,0,0,0,1,0,"2019-11-06 21:59:09",742
413,0,0,0,0,0,0,0,0,0,1,"2019-11-06 22:01:57",742
414,1,0,0,0,0,0,0,0,0,0,"2019-11-06 22:03:26",742
415,1,0,0,0,0,0,0,0,0,0,"2019-11-07 16:04:20",413
416,0,0,0,0,0,0,0,0,0,1,"2019-11-07 16:06:54",413
417,0,0,0,1,0,0,0,0,1,0,"2019-11-07 18:49:01",629
418,1,0,0,0,0,0,0,0,0,0,"2019-11-09 09:17:21",468
419,1,1,0,0,0,0,0,0,1,0,"2019-11-10 14:39:18",250
420,0,0,0,0,0,0,0,0,1,0,"2019-11-10 19:23:32",468
421,0,0,0,0,0,0,0,0,1,0,"2019-11-10 19:23:36",468
422,0,0,0,0,0,0,0,0,0,0,"2019-11-10 19:26:52",468
423,0,0,0,0,0,0,0,0,1,0,"2019-11-12 17:27:30",629
424,0,0,0,0,0,0,0,0,0,0,"2019-11-13 05:15:37",468
425,1,0,0,0,0,0,0,0,1,0,"2019-11-13 17:51:05",629
426,0,1,0,1,0,0,0,0,1,0,"2019-11-14 08:10:18",1162
427,0,0,0,0,0,0,0,0,0,0,"2019-11-23 19:54:44",254
