"user_id","group","gender","age","edu","pol_knowledge","overconfidence","political_efficacy","pol_interest","overall_media_usage","news_topic_interest","div_trait","div_trait2","news_pref_strength","desirability_of_control","beh_int","first_login","last_visit","number_logins","number_stories_read","m_tv1","m_tv2","m_newspaper","m_computer","m_mobile","t_buit","t_bin","t_econ","t_crime","t_sport","t_ent","t_mil","t_imm","Diversity_1","Diversity_2","Diversity_3","Diversity_4","system_control","strategy_control","satisfaction","control_overall","avg_rating2"
314,3,2,55,7,5,-3,3,3,3.2,3.25,1,4,4.5,4,4,2019-10-17 09:08:36,2019-11-04 10:52:10,14,67,5,1,4,2,4,2,4,4,5,2,2,4,3,5,5,4,3,2.5,3.4,4.57142857142857,3,3.55970149253731
530,3,1,31,7,9,2,6,6,4.6,5.375,6,8,5.75,3.4,3,2019-10-18 11:54:17,2019-11-02 14:27:28,11,49,7,7,1,7,1,5,6,6,5,7,4,6,4,5,5,6,6,2.5,2.4,4.28571428571429,2.44444444444444,1.6734693877551
134,3,1,58,6,11,-1,6,6,5.8,4.5,4,6,6,2.7,2,2019-10-16 18:26:18,2019-11-10 10:03:09,26,72,4,4,8,8,5,4,6,6,2,7,4,1,6,6,6,7,6,3,3.6,3.42857142857143,3.33333333333333,2.10416666666667
751,2,1,52,6,11,-5,5.33333333333333,6,7.4,4.375,5,5,6.25,3.1,3,2019-10-19 15:49:12,2019-11-09 10:41:12,11,68,8,6,7,8,8,6,6,5,3,2,2,5,6,5,5,5,5,2.75,3,3.14285714285714,2.88888888888889,2.66176470588235
938,4,1,38,6,5,-5,4,5,4,4.125,2,5,5.75,3.1,2,2019-10-21 20:30:18,2019-10-31 01:53:41,7,51,6,2,3,6,3,4,5,4,3,7,4,3,3,5,5,5,4,3.25,3.2,3.57142857142857,3.22222222222222,2.3921568627451
82,2,1,34,6,10,1,5,5,4.6,4.25,3,7,4.75,3.5,4,2019-10-16 16:28:09,2019-10-28 07:07:09,11,110,5,5,5,4,4,4,5,5,3,5,4,4,4,4,4,4,4,3.25,3.8,3.71428571428571,3.55555555555556,2.16818181818182
545,4,1,63,7,9,2,6,6,5.2,3.75,3,5,6,2.8,3,2019-10-18 12:39:10,2019-10-31 14:13:02,10,55,1,1,8,8,8,6,6,6,2,1,1,4,4,5,3,4,4,3,4,3.42857142857143,3.55555555555556,3.41818181818182
226,4,1,38,3,10,0,4,6,7.6,5.875,8,8,4,4.4,5,2019-10-17 04:18:24,2019-11-13 12:44:38,11,45,8,8,8,8,6,6,7,7,5,5,6,6,5,6,3,6,5,3.5,3.6,5,3.55555555555556,3.03333333333333
297,3,1,54,5,9,2,4.66666666666667,5,5,5.625,7,8,6.25,3.6,6,2019-10-17 08:17:55,2019-11-21 15:27:17,8,68,2,2,5,8,8,6,6,7,4,5,5,5,7,5,5,6,7,4.5,4,4.85714285714286,4.22222222222222,4.47794117647059
344,3,2,25,4,6,-5,3,2,3.6,3.75,3,5,5.5,2.7,1,2019-10-17 10:47:47,2019-11-08 14:20:21,10,94,1,2,1,6,8,4,5,2,6,5,2,4,2,6,2,5,4,2.25,1.8,1.57142857142857,2,2.74468085106383
24,2,1,61,4,11,0,6.33333333333333,7,7.6,6.375,7,8,5.75,2.7,3,2019-10-16 11:13:39,2019-11-25 14:26:45,33,124,8,8,6,8,8,7,7,6,7,7,4,6,7,6,6,6,6,2.25,3,2.14285714285714,2.66666666666667,2.20967741935484
35,2,2,33,7,3,-3,3.66666666666667,5,4.4,4.375,5,6,5.75,2.8,3,2019-10-16 12:02:09,2019-11-06 07:14:55,12,47,6,1,8,1,6,6,6,2,4,5,5,5,2,6,6,5,7,2.5,1.8,3.42857142857143,2.11111111111111,2.17021276595745
951,1,1,59,4,8,-6,4.66666666666667,5,4.8,4.5,4,6,4.75,3.7,6,2019-10-22 07:35:12,2019-11-07 20:29:02,11,136,8,3,7,3,3,6,6,4,4,3,3,5,5,6,3,6,5,1.75,3.2,5.42857142857143,2.55555555555556,2.48897058823529
115,4,2,28,7,11,0,5,1,1.6,5.25,7,7,6.5,2.6,4,2019-10-16 17:51:08,2019-10-27 13:56:15,8,51,1,3,1,2,1,6,6,3,7,5,5,5,5,5,5,6,6,3.25,2.8,5.14285714285714,3,2.41176470588235
383,3,2,48,6,0,0,3.66666666666667,2,5.8,4.25,1,8,5,2.4,4,2019-10-17 12:47:29,2019-10-31 10:31:24,13,62,4,4,5,8,8,4,6,4,4,4,4,4,4,7,4,7,7,4,3.4,5.71428571428571,3.66666666666667,2.51612903225806
158,4,2,52,6,9,-8,5,6,5.6,5.125,6,8,4,3.9,5,2019-10-16 19:44:12,2019-10-27 21:01:02,12,78,6,5,3,7,7,5,6,4,5,7,5,4,5,6,4,6,5,4.75,4,2.28571428571429,4.33333333333333,3.61538461538462
759,2,2,22,7,2,-1,3.66666666666667,5,3,3.625,2,5,4.5,3,6,2019-10-19 18:28:16,2019-11-28 20:34:43,18,120,4,2,2,4,3,4,5,2,2,4,2,6,4,5,4,6,4,4,5,5.57142857142857,4.55555555555556,2.14583333333333
585,2,2,53,6,8,3,3.66666666666667,5,5.4,5.375,6,8,6.75,2.8,6,2019-10-18 14:46:44,2019-11-13 07:27:24,12,87,8,5,5,1,8,5,7,5,4,5,7,6,4,7,7,6,6,4,4.2,6.14285714285714,4.11111111111111,4.13218390804598
448,1,2,29,7,10,-7,6,7,6.2,4.625,5,6,5.5,3.7,1,2019-10-17 16:24:49,2019-11-08 09:15:07,8,60,1,7,8,7,8,6,6,5,4,2,2,6,6,5,6,5,6,1.25,1.8,1.85714285714286,1.55555555555556,2.48333333333333
351,1,2,39,6,7,2,5.33333333333333,5,5.4,5.75,7,7,6.25,2.6,6,2019-10-17 10:56:43,2019-10-31 16:37:46,14,338,8,7,8,2,2,6,7,6,7,3,7,5,5,6,4,7,5,3,4.2,5.28571428571429,3.66666666666667,2.66715976331361
23,4,1,32,5,2,-2,4,6,6,5.125,7,8,4,4.7,5,2019-10-16 11:13:32,2019-10-27 14:24:13,7,66,5,6,5,7,7,5,6,6,5,4,5,5,5,5,2,5,2,5.25,4.2,5.14285714285714,4.66666666666667,3.34090909090909
228,1,2,24,6,4,-4,3.66666666666667,4,5.8,4.125,4,7,5.5,3.1,7,2019-10-17 04:21:56,2019-10-30 20:31:17,13,38,8,5,8,4,4,5,5,4,5,4,5,4,1,7,5,7,7,6.5,6.4,5.85714285714286,6.44444444444444,2.59210526315789
234,4,2,62,3,2,-2,1,1,5.6,4.25,4,5,4.75,4.4,6,2019-10-17 04:47:24,2019-10-27 20:37:52,9,97,8,8,3,8,1,7,7,1,7,1,6,1,4,5,5,5,5,5.25,5.6,5.85714285714286,5.44444444444444,2.59278350515464
540,2,1,45,6,8,0,4.66666666666667,5,6.2,5,8,8,4.75,3.4,3,2019-10-18 12:11:00,2019-12-18 09:37:25,14,86,6,5,5,8,7,5,5,5,5,5,5,5,5,5,5,4,4,3.75,3.8,4.14285714285714,3.77777777777778,3.08139534883721
103,2,2,49,5,1,-1,2,3,2.4,2.875,0,0,5,4.2,6,2019-10-16 17:17:01,2019-10-30 10:53:02,11,53,2,1,3,3,3,3,3,2,3,3,3,3,3,5,2,5,5,4.75,5,5.85714285714286,4.88888888888889,2.99056603773585
273,3,2,47,7,5,0,5.33333333333333,4,5.2,4.75,6,6,5.75,1.6,3,2019-10-17 07:18:49,2019-10-30 22:10:41,10,54,8,5,6,4,3,6,6,5,5,1,2,7,6,4,4,3,3,1.75,2.8,4.42857142857143,2.33333333333333,3.73148148148148
213,4,2,22,7,3,-3,3.33333333333333,5,4.4,4.5,4,6,5.75,3.5,4,2019-10-16 22:47:13,2019-11-06 23:52:36,18,98,2,1,6,5,8,4,4,3,6,2,6,6,5,5,5,7,4,1.75,4.4,5,3.22222222222222,1.83673469387755
464,2,2,67,7,7,-6,4.66666666666667,4,5.6,5.75,7,8,5,2.7,6,2019-10-18 08:22:22,2019-10-28 11:41:52,12,110,8,3,8,7,2,6,6,6,6,6,4,6,6,6,3,6,3,2.5,4.4,5,3.55555555555556,3.86818181818182
1059,1,2,41,5,9,1,5,6,3.8,3.75,3,4,7,3.9,1,2019-10-29 08:00:42,2019-11-13 09:47:32,19,136,2,1,1,7,8,2,7,5,3,1,5,4,3,5,4,5,4,1.25,2,3.28571428571429,1.66666666666667,2.28676470588235
186,4,2,32,5,0,0,2,1,4.4,4.375,4,5,5,3.6,5,2019-10-16 21:05:32,2019-10-25 06:10:37,10,121,3,1,4,7,7,7,6,2,6,2,5,4,3,7,3,6,3,3.75,4.8,4.85714285714286,4.33333333333333,3.37190082644628
160,4,1,45,5,2,-2,4.33333333333333,5,7.4,5.875,8,8,5.25,3.6,6,2019-10-16 19:48:14,2019-10-27 18:02:23,13,69,8,5,8,8,8,5,7,7,5,6,5,6,6,7,5,7,7,5.75,6.2,5.28571428571429,6,2.92753623188406
307,1,1,62,5,9,-1,5.66666666666667,6,6.8,4.5,6,6,6.25,3.4,5,2019-10-17 08:45:28,2019-11-24 13:40:43,30,102,6,6,6,8,8,6,6,6,5,1,2,5,5,6,3,6,3,2.75,3,4.71428571428571,2.88888888888889,3.42647058823529
463,2,2,32,6,3,-3,4,4,3,3,2,3,5,3.3,4,2019-10-18 08:17:45,2019-10-28 13:18:36,13,65,1,2,1,3,8,4,5,2,1,1,2,6,3,5,5,5,5,2.75,3,4.57142857142857,2.88888888888889,2.17692307692308
423,3,1,39,5,5,-4,4.33333333333333,5,3.2,3.75,1,7,5,3.7,2,2019-10-17 15:09:56,2019-11-02 13:47:25,18,40,5,2,1,3,5,4,5,4,4,1,4,4,4,5,6,5,6,1.75,3.2,4,2.55555555555556,2.3125
371,1,2,60,6,11,-2,5.33333333333333,5,7.2,5,7,8,5.25,3.5,5,2019-10-17 11:52:28,2019-10-30 15:25:39,11,62,8,6,6,8,8,5,5,5,5,6,4,5,5,5,5,4,5,3.25,4,4.71428571428571,3.66666666666667,3.53225806451613
84,1,2,60,6,3,-3,2,1,3.4,4,3,5,6,2.4,5,2019-10-16 16:34:18,2019-10-28 06:07:34,12,38,2,2,7,5,1,4,5,3,5,7,4,3,1,3,5,3,3,3.75,4.2,5,4,2.34210526315789
258,2,1,43,5,6,-6,4,4,4.2,3.375,3,4,4.5,2.8,5,2019-10-17 06:16:39,2019-11-14 18:07:20,24,152,5,5,5,1,5,4,5,3,5,6,2,1,1,6,4,7,4,2.75,2.6,5.42857142857143,2.66666666666667,2.87171052631579
312,4,2,31,6,4,-2,2.33333333333333,3,4.4,4.75,6,8,5,3.6,5,2019-10-17 09:01:18,2019-11-19 11:18:15,12,70,5,5,2,5,5,5,5,4,4,5,5,5,5,4,5,5,4,3.25,4.2,4.71428571428571,3.77777777777778,2.32142857142857
588,3,2,28,5,6,-6,5,7,8,5.625,6,7,4,2.1,3,2019-10-18 15:04:37,2019-11-04 17:46:25,10,46,8,8,8,8,8,6,7,7,7,1,4,7,6,6,5,3,5,2.5,4.2,3.28571428571429,3.44444444444444,2.60869565217391
551,2,1,56,7,9,0,4.66666666666667,5,7.2,5.625,8,8,5.25,3.8,2,2019-10-18 12:54:14,2019-11-11 14:25:14,9,91,8,6,8,7,7,5,7,6,5,6,5,6,5,2,5,3,2,1.75,2.2,2.71428571428571,2,1.3021978021978
346,4,2,42,5,10,-8,4.33333333333333,5,5.2,5.75,8,8,5.75,3.4,6,2019-10-17 10:52:51,2019-11-01 14:12:45,10,104,6,6,3,3,8,5,7,5,6,7,5,5,6,5,4,4,4,3.75,5,5.14285714285714,4.44444444444444,0.932692307692308
311,2,2,57,5,9,-8,4,5,3.8,3.75,3,4,7,2.6,3,2019-10-17 08:59:01,2019-10-28 07:40:05,16,58,2,6,1,8,2,4,7,5,3,1,1,7,2,3,6,3,6,1.25,2.4,3.14285714285714,1.88888888888889,2.5
256,2,2,22,6,6,-5,4,7,6.8,7,8,8,5.5,4.2,1,2019-10-17 06:12:45,2019-10-27 09:30:49,16,131,8,6,5,7,8,7,7,7,7,7,7,7,7,7,3,3,3,1,3.2,2.57142857142857,2.22222222222222,1.31297709923664
236,1,1,54,4,9,2,6.66666666666667,7,8,6.625,7,8,7,2,5,2019-10-17 04:55:42,2019-10-26 04:19:34,14,93,8,8,8,8,8,7,7,7,7,7,7,4,7,7,5,6,3,1.75,2.2,5.28571428571429,2,3.21505376344086
100,3,2,19,5,3,-3,3.33333333333333,4,5,4.625,5,8,5.25,3.8,5,2019-10-16 17:09:53,2019-11-07 08:34:46,12,134,5,4,3,6,7,4,5,5,5,5,5,4,4,6,3,5,4,4.25,3.8,4.85714285714286,4,2.99253731343284
276,1,2,39,5,10,1,4.33333333333333,6,6.4,6,6,7,5.75,2.8,6,2019-10-17 07:21:50,2019-11-20 21:19:32,16,87,8,8,2,7,7,7,7,6,7,7,3,4,7,6,6,6,6,1.25,2.2,5.85714285714286,1.77777777777778,2.35057471264368
193,2,1,76,3,7,-4,4.66666666666667,6,6.8,4.625,5,6,6.5,3.2,7,2019-10-16 21:23:08,2019-12-15 07:18:29,32,51,6,6,6,8,8,5,7,6,2,6,1,6,4,6,2,7,6,5.75,5.6,6.42857142857143,5.66666666666667,2.81372549019608
42,2,1,32,7,9,1,4.33333333333333,5,3.2,3.75,3,4,5.25,3.6,2,2019-10-16 12:38:11,2019-12-09 11:03:44,8,45,1,1,2,6,6,6,6,6,1,4,2,3,2,5,5,6,4,3.75,3.4,3.28571428571429,3.55555555555556,2.56666666666667
49,1,1,47,5,3,-2,3.33333333333333,4,5,5.125,6,7,5.5,3.5,6,2019-10-16 14:16:55,2019-11-23 11:03:36,14,72,5,5,4,6,5,5,6,6,4,5,6,6,3,5,5,6,5,5,5.2,5.28571428571429,5.11111111111111,3.61111111111111
950,2,2,34,7,10,1,6,7,4.4,4.875,3,8,5.25,3.1,4,2019-10-22 07:30:06,2019-10-30 04:01:40,18,47,2,7,3,2,8,6,7,4,4,6,4,4,4,5,4,5,5,4,3.8,4.42857142857143,3.88888888888889,1.15957446808511
420,1,1,40,3,7,-6,1.66666666666667,4,3,4,3,5,6.5,4.5,1,2019-10-17 14:50:23,2019-11-19 14:32:44,11,342,4,1,1,1,8,5,5,4,3,7,1,4,3,7,5,5,6,1,1,2,1,1.75146198830409
75,4,2,56,3,3,-2,3.66666666666667,4,3.2,2.375,0,3,6.5,4.4,4,2019-10-16 15:56:43,2019-10-27 22:31:12,11,43,2,1,1,6,6,1,4,1,4,1,4,1,3,7,2,6,2,5.25,4.2,5.42857142857143,4.66666666666667,3.01162790697674
560,3,2,60,6,9,2,4.33333333333333,5,7,4.25,3,6,5.25,2.9,6,2019-10-18 13:17:32,2019-12-12 19:13:41,17,61,8,6,7,7,7,5,6,5,4,3,3,4,4,6,4,6,4,3.5,3.8,4.57142857142857,3.66666666666667,3.11475409836066
627,1,1,57,4,9,-6,6,6,4.8,4.375,4,4,6.25,3,1,2019-10-18 17:23:59,2019-11-13 12:27:34,14,94,8,5,2,8,1,5,6,7,3,2,2,3,7,7,7,7,7,1.25,2.8,4.42857142857143,2.11111111111111,2.58510638297872
352,2,2,73,5,6,1,4.66666666666667,6,6.6,6.25,8,8,5.5,2.4,5,2019-10-17 11:01:25,2019-11-17 11:17:49,14,60,8,8,8,8,1,7,7,6,5,7,5,6,7,7,4,6,7,3.75,4.6,6.85714285714286,4.22222222222222,4.26666666666667
196,4,2,21,4,3,-3,2.66666666666667,2,2,3.125,0,3,4.25,3.6,2,2019-10-16 21:40:16,2019-10-28 00:06:12,11,43,1,1,1,1,6,4,4,3,4,3,2,2,3,5,5,5,4,3.25,3.2,4.14285714285714,3.22222222222222,2.2093023255814
902,1,1,67,5,8,-6,4.66666666666667,5,5.2,5,5,7,5.5,1.7,4,2019-10-21 12:22:21,2019-11-19 12:48:37,14,172,4,4,8,5,5,4,6,6,6,6,4,3,5,3,4,3,5,2,3.4,4.14285714285714,2.77777777777778,1.4796511627907
637,3,1,76,6,9,-6,4.66666666666667,5,6.4,4.75,5,5,5.5,3.2,5,2019-10-18 18:25:20,2019-12-06 13:22:05,61,571,8,7,8,8,1,6,6,6,3,5,2,7,3,6,6,6,7,2.5,4,5.57142857142857,3.33333333333333,2.92381786339755
735,2,1,58,5,7,-5,2.66666666666667,4,4.2,3.625,4,4,5.75,2.4,5,2019-10-19 11:43:19,2019-11-08 07:22:58,7,99,4,3,2,7,5,3,5,5,6,1,1,5,3,6,1,4,3,2,3.2,5.71428571428571,2.66666666666667,3.47474747474747
173,2,2,24,6,7,-6,3.33333333333333,5,5.4,4.75,4,8,5.25,2.6,6,2019-10-16 20:24:59,2019-11-05 19:56:09,10,41,5,5,1,8,8,5,6,4,4,4,5,6,4,5,5,3,5,3.25,5,5.85714285714286,4.22222222222222,2.58536585365854
736,3,1,23,4,10,-9,2.66666666666667,5,5.4,3.25,2,2,4.75,3.4,4,2019-10-19 11:44:14,2019-11-06 19:40:55,13,45,4,2,7,7,7,5,5,3,3,2,2,3,3,6,6,6,6,2.25,3.8,3.57142857142857,3.11111111111111,2.9
742,3,1,61,6,9,2,5.66666666666667,4,3.8,2.75,1,2,6,3.8,1,2019-10-19 13:57:29,2019-11-12 18:37:35,13,53,2,1,7,8,1,4,5,3,2,2,2,2,2,5,4,5,4,2,2,3.42857142857143,2,1.41509433962264
360,3,1,41,6,8,-6,5,4,7.2,4.375,4,7,5.5,3.5,5,2019-10-17 11:23:22,2019-11-25 16:03:28,13,98,8,7,7,7,7,5,5,4,4,3,4,5,5,5,3,4,6,2.75,3.4,4.71428571428571,3.11111111111111,2.82142857142857
812,4,1,41,6,9,-7,4.66666666666667,5,5.8,3.75,3,5,5.75,3,5,2019-10-20 11:48:54,2019-11-08 18:55:06,9,87,6,3,8,6,6,4,6,5,3,1,1,6,4,5,6,4,6,3.25,4.4,5.14285714285714,3.88888888888889,2.39655172413793
285,3,1,18,6,4,1,5.33333333333333,6,5.2,5.5,6,6,5.25,4.4,2,2019-10-17 07:59:36,2019-11-07 10:23:56,15,40,8,8,1,1,8,7,7,7,6,2,1,7,7,5,2,3,3,3,3,3.57142857142857,3,3.225
1026,4,2,32,5,1,0,1.66666666666667,2,3.6,4,2,5,5.25,3.6,5,2019-10-24 11:32:53,2019-11-07 22:11:37,9,42,5,5,1,4,3,5,6,3,4,4,4,3,3,7,3,7,5,4,4,5.71428571428571,4,1.80952380952381
908,1,2,29,7,2,0,2.33333333333333,2,2.8,2.625,0,2,3.75,3.9,2,2019-10-21 13:23:47,2019-10-29 09:11:55,15,59,4,5,1,2,2,2,3,1,4,4,3,2,2,5,5,4,6,3.25,4,2.14285714285714,3.66666666666667,2.50847457627119
191,3,1,53,6,4,-4,5,7,4,6,6,8,7,2.5,3,2019-10-16 21:19:48,2019-11-13 21:53:33,13,75,1,1,2,8,8,7,7,7,4,7,4,7,5,5,4,5,7,3.25,3.8,5,3.55555555555556,3.72666666666667
396,3,1,43,5,11,0,3.66666666666667,3,6.2,5,7,8,6.5,4.1,5,2019-10-17 13:21:08,2019-11-02 23:43:40,23,339,6,6,6,7,6,5,5,5,5,6,5,5,4,5,4,5,4,3.75,3.4,4.28571428571429,3.55555555555556,3.3259587020649
1095,2,1,41,6,10,1,4,3,6,5,7,7,5.75,2.9,6,2019-10-30 12:46:47,2019-11-17 13:54:10,10,54,6,5,5,6,8,6,6,5,5,2,6,5,5,7,7,7,7,3,3.2,4.85714285714286,3.11111111111111,3.75925925925926
308,3,2,31,6,6,-6,3.33333333333333,3,4.2,3.25,3,4,4,4.1,2,2019-10-17 08:47:07,2019-11-09 08:00:07,13,43,3,5,4,5,4,3,5,1,1,1,5,6,4,3,3,5,3,1.75,2.2,2.42857142857143,2,1.76744186046512
219,2,2,54,4,8,-6,4,5,7,4.75,5,7,6.5,3.6,4,2019-10-17 00:43:08,2019-12-04 23:16:15,16,100,7,7,7,7,7,6,6,6,6,1,4,4,5,4,2,4,2,2.75,2.4,4.42857142857143,2.55555555555556,4.4
494,3,1,64,6,7,-5,4.33333333333333,3,6,4.625,4,8,6.5,5.1,4,2019-10-18 09:28:31,2019-11-03 08:32:54,11,91,5,6,8,6,5,6,5,5,4,4,4,5,4,6,5,6,5,3.75,4.2,4.42857142857143,4,2.32417582417582
454,3,2,49,4,8,0,5,5,5.8,4.75,5,6,6.5,3.6,5,2019-10-17 16:40:24,2019-10-26 10:32:27,14,130,7,3,3,8,8,7,5,5,3,4,2,7,5,4,5,3,3,1.75,2.4,3.85714285714286,2.11111111111111,2.63461538461538
499,3,1,65,7,10,-8,4.66666666666667,5,7.4,4.875,5,7,4.75,2.9,1,2019-10-18 09:44:55,2019-10-29 11:22:52,8,54,8,6,7,8,8,6,6,5,4,4,2,7,5,5,5,5,5,2.5,1.4,2.42857142857143,1.88888888888889,2.2037037037037
690,2,1,64,6,9,2,5,6,5,4.125,3,5,5.5,4.5,4,2019-10-19 07:25:20,2019-11-23 10:00:35,17,68,7,6,8,3,1,4,6,5,3,6,2,4,3,5,3,6,5,3,2.6,4.28571428571429,2.77777777777778,1.77205882352941
647,1,1,48,4,6,-5,3.66666666666667,5,5,6.125,8,8,5.5,2.3,7,2019-10-18 18:56:38,2019-11-22 22:09:22,12,92,7,6,3,4,5,7,7,6,6,7,5,5,6,6,5,7,6,5.25,5,5.85714285714286,5.11111111111111,3.58152173913043
304,1,2,52,5,5,2,2.33333333333333,4,6.8,5,5,7,5.5,2.8,7,2019-10-17 08:28:15,2019-11-07 10:14:07,14,59,8,5,8,8,5,5,7,4,6,3,6,5,4,6,3,7,5,6,4.8,6.14285714285714,5.33333333333333,2.73728813559322
298,1,2,26,7,3,-3,3.33333333333333,6,5.8,5,5,7,4.5,4,2,2019-10-17 08:20:56,2019-11-11 11:52:40,15,89,6,5,5,6,7,6,6,6,4,2,4,7,5,7,3,7,5,1,1.6,2.71428571428571,1.33333333333333,2.32584269662921
586,1,1,61,7,9,2,5,6,5.8,4.125,3,5,3.5,4.2,4,2019-10-18 14:53:05,2019-11-18 18:10:14,21,240,8,7,2,6,6,5,4,5,3,3,3,4,6,5,5,5,6,3.5,2.8,4.42857142857143,3.11111111111111,2.09375
63,3,2,22,5,2,-2,4,5,4.6,5.5,6,8,5.25,2.7,7,2019-10-16 15:11:50,2019-10-26 07:00:27,12,49,8,5,1,1,8,4,7,6,6,6,5,6,4,6,6,6,6,4.5,5.2,6.42857142857143,4.88888888888889,3.29591836734694
457,2,2,55,6,8,-2,4,2,4.8,4.25,3,7,5.5,4,6,2019-10-17 16:55:39,2019-11-11 19:13:23,13,73,6,5,1,8,4,4,4,4,5,6,5,4,2,6,6,6,5,3.25,6.2,5,4.88888888888889,2.06849315068493
417,1,1,28,6,9,-8,5.33333333333333,6,4.4,4.25,4,5,3.75,3.8,5,2019-10-17 14:34:03,2019-10-30 19:05:55,14,82,4,7,3,2,6,3,5,4,3,6,5,2,6,7,2,5,6,4.25,3.4,5.57142857142857,3.77777777777778,2.70121951219512
681,4,2,36,5,3,-3,3.33333333333333,3,2.6,2.625,1,2,6.75,2.3,4,2019-10-19 06:31:47,2019-10-31 17:17:52,12,46,1,2,1,1,8,5,3,2,1,1,2,4,3,7,4,6,5,3.75,4.2,3,4,1.79347826086957
692,2,2,73,7,9,-3,5.33333333333333,7,6.6,6.25,8,8,7,2.9,2,2019-10-19 07:51:55,2019-10-29 08:42:11,11,51,8,8,8,8,1,7,7,6,6,7,5,6,6,6,5,6,7,1.25,2.8,4.14285714285714,2.11111111111111,2.70588235294118
106,1,2,20,5,2,-2,2.33333333333333,4,3.4,5,8,8,4,3.8,4,2019-10-16 17:22:15,2019-10-31 18:00:46,13,87,2,4,1,5,5,5,5,5,5,5,5,5,5,6,6,6,5,2.5,2.6,5.14285714285714,2.55555555555556,2.20114942528736
163,1,1,56,7,11,-8,5,5,5.6,5.125,6,6,6,2.7,4,2019-10-16 19:56:45,2019-11-02 14:41:46,13,59,7,6,2,8,5,7,6,2,6,6,2,7,5,5,4,6,6,2.5,2,5.14285714285714,2.22222222222222,2.82203389830508
590,1,1,72,6,11,-8,5.33333333333333,6,8,6.125,7,8,5.75,2.9,5,2019-10-18 15:06:32,2019-11-05 12:40:33,12,39,8,8,8,8,8,7,7,6,5,7,4,7,6,5,5,6,5,3.25,5,5.14285714285714,4.22222222222222,3.14102564102564
409,2,2,47,3,4,-4,2,5,7,4.875,4,8,5.75,3.8,5,2019-10-17 14:03:57,2019-11-07 11:37:33,10,49,8,7,6,7,7,4,6,6,6,4,5,4,4,6,6,6,5,6,5.6,6.14285714285714,5.77777777777778,2.3265306122449
222,2,2,31,5,5,-4,2.33333333333333,5,6.4,4.375,4,6,4.75,4.3,1,2019-10-17 01:26:25,2019-10-29 20:40:14,17,191,6,7,3,8,8,5,7,5,3,2,5,4,4,6,1,3,5,1,2.6,5.71428571428571,1.88888888888889,3.15706806282722
170,1,2,33,5,3,-3,3,4,2.4,4.25,3,6,5.75,3.4,1,2019-10-16 20:17:27,2019-10-26 19:04:57,15,86,3,2,3,1,3,5,6,4,4,1,3,7,4,4,2,4,2,2.5,3.4,3.14285714285714,3,2.28488372093023
682,2,2,48,6,7,-6,3.66666666666667,5,3.8,4.625,6,7,5,2.8,3,2019-10-19 06:31:57,2019-11-01 06:00:38,14,43,6,3,1,1,8,6,6,5,4,1,5,5,5,6,4,7,3,2,2.4,5.42857142857143,2.22222222222222,2.59302325581395
55,3,2,24,7,3,-1,3.66666666666667,5,2.4,4,3,4,5.75,2.8,4,2019-10-16 14:24:37,2019-11-09 13:28:40,10,59,2,2,2,2,4,4,5,3,6,2,3,6,3,6,5,7,5,2.75,3.2,4.71428571428571,3,2.66949152542373
71,2,1,61,5,8,-5,5,5,8,5.625,6,8,6.5,1.9,5,2019-10-16 15:37:28,2019-11-04 16:09:12,25,138,8,8,8,8,8,5,7,6,4,7,6,6,4,7,5,6,7,3.5,3.4,5,3.44444444444444,2.82246376811594
107,3,2,36,6,5,0,6,4,5.6,4.75,6,6,6,2.5,4,2019-10-16 17:23:28,2019-10-29 10:07:45,22,50,5,5,6,6,6,6,6,3,5,3,5,5,5,7,5,6,5,3.25,4,5.28571428571429,3.66666666666667,3.05
143,2,2,58,6,3,-3,3,2,4.2,3.875,4,6,5.75,3.8,2,2019-10-16 18:52:03,2019-11-20 20:26:57,13,42,2,1,6,6,6,4,5,2,5,5,4,5,1,3,4,2,3,4,2.8,3.14285714285714,3.33333333333333,1.97619047619048
147,3,1,66,6,8,-4,4.66666666666667,6,6.4,5.125,5,7,6,2.8,6,2019-10-16 18:58:05,2019-10-29 15:47:10,10,72,8,5,8,6,5,6,7,6,4,4,2,6,6,6,2,7,2,6,5,5.71428571428571,5.44444444444444,1.63194444444444
510,3,2,21,4,7,-1,5.33333333333333,5,7,5.125,6,6,7,3.5,5,2019-10-18 10:16:14,2019-11-01 08:24:38,13,42,7,6,6,8,8,6,6,3,5,1,7,6,7,6,5,6,7,1.75,4.4,5.14285714285714,3.22222222222222,2.30952380952381
86,3,1,49,5,8,-1,4,4,4.8,4.5,5,6,4,4,5,2019-10-16 16:49:29,2019-12-17 22:11:56,11,83,7,5,4,4,4,5,6,4,5,5,5,3,3,7,4,6,4,5,4,5.71428571428571,4.44444444444444,3.1566265060241
53,1,2,51,5,9,-5,5.33333333333333,5,7,5.875,7,8,6,4.3,3,2019-10-16 14:23:02,2019-11-02 09:59:31,14,65,8,7,8,8,4,7,7,7,7,4,5,5,5,4,5,5,5,4.25,2.2,4.57142857142857,3.11111111111111,2.42307692307692
310,3,2,21,4,0,0,2.66666666666667,3,2.8,2.75,1,3,5.75,3.3,6,2019-10-17 08:51:32,2019-11-04 16:26:53,17,63,1,2,3,3,5,1,4,2,2,1,5,4,3,5,2,6,3,3.25,4.8,5.42857142857143,4.11111111111111,1.5
